"TIME","GEO","UNIT","NA_ITEM","Value"
"2007","Hungary","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","106.2"
"2007","Hungary","Chain linked volumes, index 2010=100","Gross capital formation","125.0"
"2007","Hungary","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Hungary","Current prices, million euro","Gross domestic product at market prices","102,169.1"
"2007","Hungary","Current prices, million euro","Final consumption expenditure","76,760.4"
"2007","Hungary","Current prices, million euro","Final consumption expenditure of NPISH","1,542.7"
"2007","Hungary","Current prices, million euro","Gross capital formation","24,706.0"
"2007","Hungary","Current prices, million euro","External balance of goods and services","702.8"
"2007","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","104,200.9"
"2007","Hungary","Chain linked volumes (2010), million euro","Final consumption expenditure","78,066.9"
"2007","Hungary","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,600.1"
"2007","Hungary","Chain linked volumes (2010), million euro","Gross capital formation","25,530.2"
"2007","Hungary","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2007","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.8"
"2007","Malta","Chain linked volumes, index 2010=100","Final consumption expenditure","96.7"
"2007","Malta","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","107.9"
"2007","Malta","Chain linked volumes, index 2010=100","Gross capital formation","83.9"
"2007","Malta","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Malta","Current prices, million euro","Gross domestic product at market prices","5,757.5"
"2007","Malta","Current prices, million euro","Final consumption expenditure","4,517.7"
"2007","Malta","Current prices, million euro","Final consumption expenditure of NPISH","93.1"
"2007","Malta","Current prices, million euro","Gross capital formation","1,207.4"
"2007","Malta","Current prices, million euro","External balance of goods and services","32.5"
"2007","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,323.0"
"2007","Malta","Chain linked volumes (2010), million euro","Final consumption expenditure","4,932.4"
"2007","Malta","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","104.7"
"2007","Malta","Chain linked volumes (2010), million euro","Gross capital formation","1,308.1"
"2007","Malta","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2007","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.8"
"2007","Netherlands","Chain linked volumes, index 2010=100","Final consumption expenditure","97.7"
"2007","Netherlands","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","98.0"
"2007","Netherlands","Chain linked volumes, index 2010=100","Gross capital formation","111.0"
"2007","Netherlands","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Netherlands","Current prices, million euro","Gross domestic product at market prices","613,280.0"
"2007","Netherlands","Current prices, million euro","Final consumption expenditure","422,671.0"
"2007","Netherlands","Current prices, million euro","Final consumption expenditure of NPISH","5,042.0"
"2007","Netherlands","Current prices, million euro","Gross capital formation","136,485.0"
"2007","Netherlands","Current prices, million euro","External balance of goods and services","54,124.0"
"2007","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","636,346.9"
"2007","Netherlands","Chain linked volumes (2010), million euro","Final consumption expenditure","439,330.8"
"2007","Netherlands","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,208.5"
"2007","Netherlands","Chain linked volumes (2010), million euro","Gross capital formation","143,176.9"
"2007","Netherlands","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2007","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.6"
"2007","Austria","Chain linked volumes, index 2010=100","Final consumption expenditure","96.4"
"2007","Austria","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","92.8"
"2007","Austria","Chain linked volumes, index 2010=100","Gross capital formation","112.4"
"2007","Austria","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Austria","Current prices, million euro","Gross domestic product at market prices","283,978.0"
"2007","Austria","Current prices, million euro","Final consumption expenditure","200,944.3"
"2007","Austria","Current prices, million euro","Final consumption expenditure of NPISH","5,066.9"
"2007","Austria","Current prices, million euro","Gross capital formation","69,814.0"
"2007","Austria","Current prices, million euro","External balance of goods and services","12,462.3"
"2007","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","297,579.1"
"2007","Austria","Chain linked volumes (2010), million euro","Final consumption expenditure","211,099.9"
"2007","Austria","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,395.6"
"2007","Austria","Chain linked volumes (2010), million euro","Gross capital formation","75,163.9"
"2007","Austria","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2007","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.0"
"2007","Poland","Chain linked volumes, index 2010=100","Final consumption expenditure","88.4"
"2007","Poland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","74.3"
"2007","Poland","Chain linked volumes, index 2010=100","Gross capital formation","101.8"
"2007","Poland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Poland","Current prices, million euro","Gross domestic product at market prices","313,874.0"
"2007","Poland","Current prices, million euro","Final consumption expenditure","245,842.2"
"2007","Poland","Current prices, million euro","Final consumption expenditure of NPISH","2,589.8"
"2007","Poland","Current prices, million euro","Gross capital formation","79,120.4"
"2007","Poland","Current prices, million euro","External balance of goods and services","-11,088.6"
"2007","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","325,785.2"
"2007","Poland","Chain linked volumes (2010), million euro","Final consumption expenditure","258,108.5"
"2007","Poland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","2,714.6"
"2007","Poland","Chain linked volumes (2010), million euro","Gross capital formation","78,537.8"
"2007","Poland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2007","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.9"
"2007","Portugal","Chain linked volumes, index 2010=100","Final consumption expenditure","98.6"
"2007","Portugal","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","99.1"
"2007","Portugal","Chain linked volumes, index 2010=100","Gross capital formation","109.4"
"2007","Portugal","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Portugal","Current prices, million euro","Gross domestic product at market prices","175,467.7"
"2007","Portugal","Current prices, million euro","Final consumption expenditure","148,393.6"
"2007","Portugal","Current prices, million euro","Final consumption expenditure of NPISH","3,111.2"
"2007","Portugal","Current prices, million euro","Gross capital formation","40,482.7"
"2007","Portugal","Current prices, million euro","External balance of goods and services","-13,408.5"
"2007","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","181,635.3"
"2007","Portugal","Chain linked volumes (2010), million euro","Final consumption expenditure","153,367.1"
"2007","Portugal","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","3,237.9"
"2007","Portugal","Chain linked volumes (2010), million euro","Gross capital formation","41,479.9"
"2007","Portugal","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2007","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2007","Romania","Chain linked volumes, index 2010=100","Final consumption expenditure","101.2"
"2007","Romania","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","86.6"
"2007","Romania","Chain linked volumes, index 2010=100","Gross capital formation","120.4"
"2007","Romania","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2007","Romania","Current prices, million euro","Gross domestic product at market prices","125,403.4"
"2007","Romania","Current prices, million euro","Final consumption expenditure","104,108.1"
"2007","Romania","Current prices, million euro","Final consumption expenditure of NPISH","1,481.2"
"2007","Romania","Current prices, million euro","Gross capital formation","39,230.4"
"2007","Romania","Current prices, million euro","External balance of goods and services","-17,935.1"
